k	min_res_srk	min_res_esrk	min_res_hb_double_inexact	min_res_hb_opt_beta	max_res_srk	max_res_esrk	max_res_hb_double_inexact	max_res_hb_opt_beta	median_res_srk	median_res_esrk	median_res_hb_double_inexact	median_res_hb_opt_beta	quant25_res_srk	quant25_res_esrk	quant25_res_hb_double_inexact	quant25_res_hb_opt_beta	quant75_res_srk	quant75_res_esrk	quant75_res_hb_double_inexact	quant75_res_hb_opt_beta
64001	5.17658301512653e-10	3.43678177571724e-13	9.0972971642497e-08	8.46676147247219e-08	0.000414272972637279	6.36182565919025e-05	6.31687461837797e-05	5.34761693178339e-05	8.24246347023216e-07	2.67592471457567e-09	1.61798400325029e-07	1.46752842898071e-07	7.14557173264655e-08	1.78436606367389e-10	1.14431085136338e-07	1.12805825205843e-07	1.10848616540147e-05	9.56556049275592e-08	2.89099554330621e-07	2.32887472108916e-07
65001	3.9836237208321e-10	2.30221178398425e-13	7.99685299565483e-08	7.51686424035898e-08	0.000386740934522566	5.38285683805842e-05	5.51324841387382e-05	4.44215156033343e-05	7.12760502259151e-07	2.18817351103635e-09	1.50196445270442e-07	1.34664553129492e-07	6.09391939940639e-08	1.45686845576896e-10	1.14143874034053e-07	1.12780741776048e-07	1.00252753030147e-05	7.69293729146931e-08	4.22135669335767e-07	2.30683581287253e-07
66001	3.21838612986188e-10	1.68803638786612e-13	8.76016697928411e-08	8.12383899148167e-08	0.00038380263816143	5.19687427939095e-05	5.38812950440382e-05	4.48410689274933e-05	6.26570018455021e-07	1.72915774206298e-09	1.53875421551345e-07	1.42766869835993e-07	5.02972569476399e-08	1.12953929335008e-10	1.19048050325887e-07	1.17007374708945e-07	9.046964410444e-06	6.70495584863395e-08	2.39932792111738e-07	1.96381406694118e-07
67001	2.31050233814086e-10	1.08217610882873e-13	9.14352695283216e-08	8.78463888295855e-08	0.00037119862033947	5.13717071832615e-05	5.24856219610056e-05	4.32856147970667e-05	5.36168744775695e-07	1.29195249030012e-09	1.50329849619103e-07	1.38477158055566e-07	4.37948564060501e-08	9.0576390671123e-11	1.25495525272886e-07	1.13710478602446e-07	8.53542376781282e-06	5.84077131420113e-08	2.24838507443452e-07	2.00784458070299e-07
68001	1.75491066545147e-10	7.25092597363426e-14	8.80657684348142e-08	8.92571098339374e-08	0.000353861112577777	4.79383995781871e-05	4.83958298319143e-05	4.10315032492577e-05	4.49100228445675e-07	1.03273615656447e-09	1.37667446729842e-07	1.35161681226421e-07	3.64261706442386e-08	6.98648148372821e-11	1.14002956830893e-07	1.1662310394335e-07	7.45791057124359e-06	4.95202922659373e-08	2.22901011475178e-07	1.75274280347555e-07
69001	1.43061566362124e-10	5.45865550938467e-14	7.17162867042166e-08	7.71430054294158e-08	0.000339813749224314	4.68086099570691e-05	4.8512705985711e-05	3.9721784599564e-05	3.92288158150073e-07	8.78859868421283e-10	1.23922260972912e-07	1.33311560916911e-07	3.07206515522358e-08	5.3261838292108e-11	1.04873258706123e-07	1.113418376871e-07	6.56657703191362e-06	4.08943784422059e-08	1.8461476482201e-07	1.97833509069943e-07
70001	1.11959413438476e-10	3.81893244724919e-14	8.35518373669312e-08	9.43060288505304e-08	0.000329939596881894	4.21467899805414e-05	4.34130203744705e-05	3.61744953836338e-05	3.43535194406433e-07	6.81701222018937e-10	1.42623172860645e-07	1.43254496303876e-07	2.66599636462485e-08	4.13024226057649e-11	1.10615345933316e-07	1.26596601917515e-07	5.92943793907063e-06	3.43999588365641e-08	2.52434891605415e-07	1.82686970497602e-07
71001	8.38063198634163e-11	2.5708406827285e-14	8.18382368429593e-08	7.73583842188369e-08	0.000326722598288525	4.0324499683018e-05	4.19264224683206e-05	3.57027394059219e-05	2.95193876708612e-07	5.4690343132506e-10	1.42088358024363e-07	1.46372833028833e-07	2.19496232818444e-08	3.03169065452792e-11	1.12765902612735e-07	1.16022000183318e-07	5.48453073007583e-06	2.83202759383822e-08	2.21737017388529e-07	1.77653944836791e-07
72001	6.41971645307209e-11	1.82579195165292e-14	8.93092660616607e-08	8.12722371492108e-08	0.000311142633613539	3.79892596439496e-05	3.89934242650662e-05	3.22240851960751e-05	2.58790468612029e-07	4.59695956827079e-10	1.51422276456414e-07	1.49907471008023e-07	1.83854456392208e-08	2.31690719820898e-11	1.2584803896175e-07	1.2045325720545e-07	4.76597040035148e-06	2.24757352108042e-08	2.17680739941986e-07	2.05895121725678e-07
73001	4.69822387724446e-11	1.21558570509062e-14	6.94728719633555e-08	9.64428123019502e-08	0.000306834169112373	3.50371412225084e-05	3.59667745617335e-05	2.98080869963808e-05	2.1979955808985e-07	3.48812706692424e-10	1.32358020263407e-07	1.37900560064176e-07	1.51751531764471e-08	1.83854739908111e-11	1.11246908961283e-07	1.2145123553519e-07	4.41205335072777e-06	2.02224358836055e-08	1.74478217840256e-07	1.77189740200788e-07
74001	3.72021375352767e-11	8.18609087653811e-15	6.62547187531593e-08	8.69671028412164e-08	0.000290826924077303	3.52180067390886e-05	3.74410579582846e-05	3.14494466979913e-05	1.9893794416937e-07	2.86205128475862e-10	1.29483243665805e-07	1.22711936632772e-07	1.27756931841608e-08	1.49164155085002e-11	1.09378672591038e-07	1.13723025242637e-07	3.94808764119147e-06	1.72028997707971e-08	1.82003574937785e-07	1.6179618234658e-07
75001	2.86470665508666e-11	5.59385796290308e-15	7.50272469112962e-08	8.85631461088949e-08	0.000280834079251279	3.35776253943419e-05	3.52055709627183e-05	2.89507641358957e-05	1.61283138286898e-07	2.12157393209033e-10	1.36895453072259e-07	1.41269470791599e-07	1.09975494862425e-08	1.22255920213573e-11	1.19157412020339e-07	1.15729143600357e-07	3.59841449119381e-06	1.40585075296657e-08	1.80119430425319e-07	1.83524854001689e-07
76001	2.1063182270439e-11	3.72384994666163e-15	8.16766568917822e-08	8.73409912333473e-08	0.000267693551682565	3.13622003974586e-05	3.30322433826559e-05	2.68786890152499e-05	1.4931565322323e-07	1.79772367721543e-10	1.34650947214442e-07	1.46447162305935e-07	9.35469717071011e-09	9.26449982533686e-12	1.1168137029352e-07	1.16993514554042e-07	3.1833234377153e-06	1.12248162012216e-08	1.75256613410121e-07	2.09334514091034e-07
77001	1.63393948855975e-11	2.64785036236039e-15	8.54998441143621e-08	9.11268551389418e-08	0.000263681437910802	2.88445586590355e-05	3.02421839263893e-05	2.51170898217961e-05	1.30883170862396e-07	1.38396565697413e-10	1.50047516584474e-07	1.53051324885586e-07	8.02978327685287e-09	7.172181949222e-12	1.25025798635272e-07	1.19219635078216e-07	2.85993397887772e-06	9.80229493232921e-09	1.96263586186112e-07	1.87616315955348e-07
78001	1.28909978727338e-11	1.89639405181658e-15	8.49439289409545e-08	8.82733396472322e-08	0.0002486921690613	2.79698370763506e-05	2.87066612565949e-05	2.44126488020828e-05	1.09457146102725e-07	1.09672025121363e-10	1.41099124610141e-07	1.36289620985405e-07	6.83564438495227e-09	6.07375172752857e-12	1.17329033805495e-07	1.17116702689006e-07	2.7250314564946e-06	8.69880257389807e-09	1.7119738758613e-07	1.60899818059729e-07
79001	9.2762162532009e-12	1.33725529422763e-15	8.25450457240942e-08	8.66601436096103e-08	0.000243519288210292	2.59671423375941e-05	2.72970463626324e-05	2.29561151318992e-05	9.59890069309846e-08	8.65725607951444e-11	1.28105698796374e-07	1.37619334424527e-07	5.7328212519919e-09	4.37134851938798e-12	1.1090654624087e-07	1.19742989088798e-07	2.45401135801167e-06	7.11187178482296e-09	1.70626386745745e-07	1.73368876826966e-07
80001	7.63224561487041e-12	1.04865915054066e-15	7.96965213273487e-08	9.08971233177451e-08	0.000237609646556217	2.59878920776483e-05	2.74444195963967e-05	2.25336773655416e-05	8.4494519140141e-08	7.01426718658004e-11	1.29807969413202e-07	1.34888557001952e-07	4.76084726473139e-09	3.63833951933395e-12	1.10589673636717e-07	1.16238127288349e-07	2.18229381234856e-06	5.97979607705178e-09	1.56873425232755e-07	1.61991354873612e-07
81001	5.87621604575423e-12	8.04134385426626e-16	7.32758271301601e-08	9.48340925720864e-08	0.000224772911228418	2.44395906606478e-05	2.5898906344882e-05	2.16803303891854e-05	6.97829674986083e-08	5.43580557746172e-11	1.17817961185506e-07	1.38500830486311e-07	4.06592224421565e-09	2.75211080978418e-12	1.01112896369514e-07	1.20707890162232e-07	1.97829020957729e-06	5.05945390381331e-09	1.44655733254949e-07	1.91864223315886e-07
82001	4.3036067432301e-12	6.47915932670854e-16	9.04789102919895e-08	8.56275844916178e-08	0.000225236239539768	2.31495562186309e-05	2.38359409531487e-05	1.97054816511042e-05	6.03981637013962e-08	4.52797581897693e-11	1.37770641748145e-07	1.45966158102487e-07	3.41830352377265e-09	2.26988380131519e-12	1.09561026895649e-07	1.2644968007358e-07	1.7278097505138e-06	4.15711521602696e-09	1.81629234576334e-07	1.89807379511824e-07
83001	3.49351387045179e-12	5.79039652127372e-16	9.15584421131587e-08	8.62463679967665e-08	0.0002162418937583	2.12729501694151e-05	2.21370188680778e-05	1.87696623744023e-05	5.32650357011167e-08	3.44732807678489e-11	1.37293053695788e-07	1.57360627251056e-07	3.06179280657769e-09	1.82694960631895e-12	1.12618919474901e-07	1.2226791559274e-07	1.56963343588145e-06	3.54030619656539e-09	1.72393519935761e-07	2.03950257993703e-07
84001	2.53994019727892e-12	5.36637725131102e-16	8.53344758046563e-08	8.15419632114191e-08	0.000206885536256285	2.15852643120998e-05	2.25130720781964e-05	1.87300770752571e-05	4.67574137983144e-08	2.85460504488108e-11	1.31117837325569e-07	1.40082895946786e-07	2.4562194912632e-09	1.33583545520921e-12	1.14661853613114e-07	1.18816361135893e-07	1.39752989628613e-06	2.94291011960318e-09	1.83607262986556e-07	1.68053820265094e-07
85001	1.91886452793379e-12	5.12876658229112e-16	8.03749972119559e-08	8.5657309710511e-08	0.000197517637558665	1.92363977502324e-05	2.04418634646734e-05	1.65782370933349e-05	4.15370107540111e-08	2.29421664327444e-11	1.31871277812586e-07	1.35450838511647e-07	2.05134567144918e-09	1.03638594467213e-12	1.07706787956024e-07	1.11165644138031e-07	1.29631735252761e-06	2.47391234310911e-09	1.83686736405255e-07	1.72537248876234e-07
86001	1.55387950487803e-12	4.88568427199921e-16	8.73041109687192e-08	8.53792375799768e-08	0.00019400316166585	1.83769527732219e-05	1.88423563539279e-05	1.51223876994274e-05	3.3063002611823e-08	1.70200328527606e-11	1.31901275711758e-07	1.34104089538688e-07	1.72311116585564e-09	7.94788118334635e-13	1.13244806085388e-07	1.13499459396438e-07	1.18039913221788e-06	2.08134926439383e-09	1.62605608329527e-07	1.58017410605891e-07
87001	1.29245816606392e-12	4.77327693562856e-16	9.08469283203154e-08	8.99277091959198e-08	0.000185562692344522	1.83001830901326e-05	1.96535713275972e-05	1.57958209928163e-05	2.87126422893241e-08	1.43270669260523e-11	1.30033515277582e-07	1.49803429549971e-07	1.46898706004977e-09	6.48929439296184e-13	1.14279801730336e-07	1.23305616918022e-07	1.07223939573239e-06	1.75881297374525e-09	1.64541974366982e-07	2.06172210382429e-07
88001	9.42505989753151e-13	4.65546555024489e-16	8.41963390127772e-08	8.69518871358929e-08	0.000182137100736657	1.78385910791259e-05	1.90309391682301e-05	1.57822855115686e-05	2.50529582784566e-08	1.05499002580158e-11	1.42534207197e-07	1.33519730448242e-07	1.36563481545441e-09	4.89688699513675e-13	1.14663843536363e-07	1.1948742677906e-07	9.48034972049059e-07	1.44919911429469e-09	1.66243669668804e-07	1.78326085838203e-07
89001	7.54898460798056e-13	4.28433276820821e-16	8.36969535999691e-08	8.0308433779931e-08	0.000177224466676085	1.6599787883942e-05	1.75861532328671e-05	1.43222464692136e-05	2.22300938224862e-08	8.72705338567105e-12	1.33782401660367e-07	1.40197389118928e-07	1.0957661867657e-09	3.81058189272396e-13	1.13284348718006e-07	1.20166346028105e-07	8.5146840286989e-07	1.21745070514453e-09	1.58501982489353e-07	1.68796943573869e-07
90001	5.19988981085039e-13	4.11521824121142e-16	8.52470876671181e-08	8.33208050927064e-08	0.000170810753342382	1.51443903528207e-05	1.62991139632357e-05	1.33517475148538e-05	1.92690822262546e-08	6.9944860382638e-12	1.26212317461512e-07	1.36234575987986e-07	9.83210042311845e-10	3.21922268857559e-13	1.09337062499575e-07	1.17088482033732e-07	7.76989664883858e-07	1.0426193521205e-09	1.57704679507321e-07	1.73004405594462e-07
91001	4.16335894514499e-13	3.95151591100057e-16	6.68022107651883e-08	9.39192318823067e-08	0.000169815677607523	1.52472328452999e-05	1.63143083927747e-05	1.34419672446495e-05	1.71869976792842e-08	5.62146999601775e-12	1.31659566668851e-07	1.27391359713387e-07	7.68939865585339e-10	2.23434894628778e-13	1.09769452317e-07	1.1900883523542e-07	7.12943755029503e-07	8.81474004296823e-10	1.94454271134648e-07	1.55206260889142e-07
92001	3.21946412104468e-13	3.69972765143681e-16	7.23334931427846e-08	8.29119942403029e-08	0.000164700290434613	1.32741465861362e-05	1.43126290284719e-05	1.16224474241366e-05	1.41277060321368e-08	4.49908099302573e-12	1.27590539520026e-07	1.37940403076518e-07	6.4729583908602e-10	1.78727555949839e-13	1.08650216801086e-07	1.13082711015181e-07	6.57578925296474e-07	7.6657404781718e-10	1.60253906039819e-07	1.66804519739657e-07
93001	2.63423587987464e-13	3.76191987410298e-16	9.02896516505522e-08	8.16436921829546e-08	0.000164721427868181	1.3797567910207e-05	1.44337322500038e-05	1.19003620052995e-05	1.20057133309655e-08	3.44672533123109e-12	1.27574628920757e-07	1.40256081482137e-07	5.44029474331508e-10	1.44338030600979e-13	1.1570511340714e-07	1.16150503073817e-07	5.8689476894769e-07	6.32801028247467e-10	1.64357490834241e-07	1.85125887347766e-07
94001	1.94909525873558e-13	3.86200314007096e-16	7.61969031244071e-08	8.35204405471173e-08	0.000155364363576608	1.24522842247087e-05	1.31012814302733e-05	1.06237685929491e-05	1.08394204090989e-08	2.82719939574971e-12	1.42583325143417e-07	1.34448486145643e-07	4.66911853309272e-10	1.11116280746255e-13	1.17585847252332e-07	1.21758033236066e-07	5.26677558567741e-07	5.50561972659973e-10	1.83612087680222e-07	1.66516982758638e-07
95001	1.52004162235474e-13	3.52749078540035e-16	8.75358916074129e-08	8.61194561203973e-08	0.000151020334300407	1.20933850444799e-05	1.31133676851053e-05	1.04479578260998e-05	8.89835972960632e-09	2.2120703247886e-12	1.4238928837688e-07	1.32450252151087e-07	3.80561221794923e-10	8.80774415192333e-14	1.25530163519459e-07	1.14122818607127e-07	4.64952896038512e-07	4.62408338326211e-10	1.76059316234426e-07	1.65403415804569e-07
96001	1.17529238210281e-13	3.81558038120458e-16	6.83415438173312e-08	8.67611015161607e-08	0.000144563327785593	1.17020654619314e-05	1.2512685351629e-05	1.00994888657143e-05	7.70639027349651e-09	1.73967726595647e-12	1.34148021127364e-07	1.29256952903306e-07	3.25489932757731e-10	6.69592509395123e-14	1.08849826231133e-07	1.19217528067702e-07	4.28318520901355e-07	3.80612672015115e-10	1.64272099590621e-07	1.50225893057337e-07
97001	9.0340971788564e-14	3.54000977500878e-16	8.03653653007096e-08	8.75891359176207e-08	0.00014010737734659	1.03319597595034e-05	1.08801227021287e-05	8.73878187278234e-06	6.69668646790823e-09	1.40949524661498e-12	1.30967659638782e-07	1.2916387804512e-07	2.77554873703857e-10	5.07521808835849e-14	1.11724201383093e-07	1.12403881399442e-07	3.93955761663633e-07	3.31781520008568e-10	1.56358652242417e-07	1.61701415578507e-07
98001	6.75462469935252e-14	3.97597848538187e-16	8.22658578952892e-08	8.52094457032922e-08	0.000137737834723635	1.02010896894436e-05	1.0979537972056e-05	8.70917733835426e-06	5.98902312797261e-09	1.15265897615926e-12	1.36930551152583e-07	1.39309405799346e-07	2.31616220843781e-10	3.89803402221999e-14	1.17178888769771e-07	1.23134316153666e-07	3.49316976050962e-07	2.75628143746247e-10	1.69050699448133e-07	1.55881296649612e-07
99001	5.5735530218232e-14	3.65686189604092e-16	7.65697283141533e-08	6.24615066177275e-08	0.000130742609907539	9.70224845124992e-06	1.04527674347554e-05	8.52681328309527e-06	5.12100340504449e-09	9.50329850425056e-13	1.38406437899154e-07	1.4008674128474e-07	1.96839426339469e-10	3.07096367996387e-14	1.18736023760439e-07	1.06503379983394e-07	3.24478481273206e-07	2.29144420715728e-10	1.61134139127671e-07	1.56719235512164e-07
