k	rt_srk	rt_esrk	rt_hb_double_inexact	rt_hb_opt_beta	rt_hb_beta_0.1	rt_hb_beta_0.2	rt_hb_beta_0.3	rt_hb_beta_0.4	rt_hb_beta_0.5	rt_hb_beta_0.6	res_srk	res_esrk	res_hb_double_inexact	res_hb_opt_beta	res_hb_beta_0.1	res_hb_beta_0.2	res_hb_beta_0.3	res_hb_beta_0.4	res_hb_beta_0.5	res_hb_beta_0.6
951	0.011069451	0.022495654	0.01629912	0.01915804	0.015235084	0.012921739	0.012417619	0.011598439	0.011687668	0.012002994	0.274722520130049	0.097895562910849	0.0979448098547182	0.0978956256934001	0.235948337050996	0.190992772595899	0.150537323629924	0.116102489546741	0.0904994900174979	0.139843016306308
961	0.011284374	0.02270285	0.016602694	0.019356898	0.015466176	0.01312206	0.012529186	0.011705414	0.01185738	0.01212821	0.270387929948649	0.097895562910849	0.0979448105680216	0.0978956256934001	0.224742702416573	0.179460204103274	0.145899151428442	0.115881806519428	0.0904995647319894	0.140302123765904
971	0.011384729	0.023066089	0.016817204	0.019460794	0.015628463	0.013243974	0.01264037	0.011829027	0.011962721	0.012233486	0.241427273343667	0.097895562910849	0.0979438084907899	0.0978956256934001	0.200742803906629	0.16421107530474	0.139792406879189	0.114390709159768	0.0904995671398991	0.140205881434673
981	0.01149507	0.023168461	0.017049266	0.019575503	0.016063027	0.013374335	0.012769208	0.012056516	0.01211559	0.012442624	0.205407186456613	0.097895562910849	0.0979433038677145	0.0978956256934001	0.173613686211264	0.147723141397147	0.128027356728285	0.110023922211812	0.0904995671422505	0.138603041359854
991	0.011591345	0.023330375	0.017200861	0.019676504	0.016205993	0.013550017	0.012901673	0.012164974	0.012230669	0.012552458	0.195981174292849	0.0181106966195089	0.030262278666095	0.0181108522148627	0.167186806333712	0.133988071363374	0.100150541939034	0.0873495281222047	0.0620110510510597	0.0743412263166292
1001	0.011659354	0.023560521	0.01731685	0.019810152	0.016315612	0.013643778	0.013108014	0.012261848	0.012321545	0.01264298	0.185871272471597	0.0181106966195089	0.018366650942139	0.0181108522148627	0.160892739374344	0.131168572327392	0.0994336143630436	0.0872201955169849	0.0597384868676323	0.070765810727472
1011	0.011720822	0.023618979	0.01742433	0.019873042	0.016409881	0.013732727	0.013195002	0.012349016	0.012407698	0.012729056	0.185855560105427	0.0181106966195089	0.0183666359246184	0.0181108522148627	0.160893893761711	0.131166116166131	0.0994310106554315	0.0872197652834141	0.0597384846591223	0.0706524762830173
1021	0.011861832	0.023639779	0.017534745	0.02004099	0.01651024	0.01382292	0.013283559	0.012445254	0.012503975	0.012817231	0.18384258827177	0.0181106966195089	0.0183666359246184	0.0181108522148627	0.160365593320396	0.131080653745236	0.0994260318534994	0.0872197433047612	0.0597384846591202	0.0706507433475423
1031	0.011928945	0.023761953	0.01763615	0.020105522	0.016613164	0.013918275	0.013377353	0.012536388	0.012594992	0.012908356	0.180155088343399	0.0181106966195089	0.0183666359245227	0.0181107956709832	0.155637986423963	0.128839351293848	0.0993167115730677	0.0872137431723713	0.0597384846591202	0.0706504928789766
1041	0.011996235	0.023939253	0.01773829	0.020204413	0.016716045	0.014011755	0.013468151	0.012626733	0.012687792	0.012997857	0.179987457674474	0.0181106966195089	0.0183666359245292	0.0181107956709832	0.155569628890522	0.128830765268096	0.0993153152278989	0.0872139995615676	0.0597384846591202	0.0706504840647728
1051	0.012072489	0.0239644060000001	0.017840721	0.020272535	0.016824268	0.014108627	0.013562565	0.012720242	0.012778961	0.013089401	0.179978274541475	0.0181106966195089	0.018366635924529	0.0181107956709832	0.155567152408023	0.12883042385966	0.0993154062310473	0.0872140109649022	0.0597384846591202	0.0706500978685077
